E_Name,Class,Direction,Time
E_21337,car,route_7,2956.5425099999998
E_21400,car,route_6,2956.7626808
E_21406,car,route_6,2957.3424732999997
E_21405,car,route_7,2957.3424858
E_21412,car,route_7,2957.8551810999998
E_21423,car,route_7,2958.727693
E_21427,bus,route_8,2958.9449232999996
E_21428,car,route_7,2959.0172226
E_21438,car,route_7,2959.3816699
E_21538,car,route_6,2964.7272924999997
E_21567,car,route_7,2965.9673580999997
E_21578,car,route_7,2966.2617809
E_21596,car,route_7,2967.0671232
E_21607,car,route_7,2967.2159066
E_21590,car,route_6,2967.6526629
E_21636,car,route_6,2969.0362602
E_21569,car,route_8,2970.4265179999998
E_21704,car,route_7,2971.8853624999997
E_21771,car,route_8,2973.7157143
E_21781,car,route_8,2973.9358478999998
E_21715,car,route_6,2975.0311081
E_21790,car,route_8,2977.2200795999997
E_21716,car,route_7,2977.5823898
E_21867,motorcycle,route_6,2977.9483768
E_21830,car,route_7,2982.5561374
E_21840,car,route_6,2983.718595
E_21935,car,route_8,2984.522223
E_22010,car,route_6,2984.5949394
E_22033,car,route_6,2985.2478874
E_22104,car,route_7,2990.0458695999996
E_22089,bus,route_8,2991.0643774
E_22049,bus,route_6,2991.3596119
E_22139,car,route_6,2996.239581
E_22250,car,route_6,2997.3340427999997
E_22255,car,route_6,2997.4780681999996
E_22157,car,route_7,2997.8425309
E_22266,car,route_8,2999.3027379
E_22256,car,route_6,3000.0351044999998
E_22294,car,route_6,3003.4161835
E_22308,car,route_7,3004.8391717
E_22335,bus,route_8,3005.1329687999996
E_22323,car,route_6,3007.1771537
E_22300,car,route_7,3010.0204821999996
E_22449,car,route_8,3010.4575977
E_22425,truck,route_8,3010.7482115
E_22357,car,route_6,3012.4962219999998
E_22460,car,route_8,3013.591466
E_22479,car,route_6,3013.6642651999996
E_22495,motorcycle,route_6,3014.5422494
E_22540,motorcycle,route_6,3016.3608597999996
E_22549,car,route_6,3016.6501865
E_22511,car,route_7,3018.2506319999998
E_22583,car,route_8,3019.8505888
E_22663,motorcycle,route_6,3022.0403419
E_22641,car,route_8,3022.9153063999997
E_22667,car,route_7,3024.8859034999996
E_22721,car,route_8,3027.0653147999997
E_22595,car,route_6,3027.4993253999996
E_22757,car,route_8,3028.2252108
E_22745,car,route_6,3030.1257972
E_22758,car,route_8,3030.343677
E_22804,car,route_6,3032.3822225999997
E_22808,car,route_8,3033.0383788999998
E_22844,car,route_8,3035.5045344
E_22806,car,route_6,3036.7515277999996
E_22882,car,route_8,3039.6702898
E_22930,car,route_8,3043.0225063
E_23046,car,route_7,3063.6432573999996
E_23121,car,route_7,3064.1553078999996
E_23139,car,route_7,3065.3199442
E_23141,car,route_7,3065.4683888
E_23138,motorcycle,route_7,3065.4684012
E_23145,motorcycle,route_7,3065.8333688999996
E_23154,car,route_7,3067.0766018
E_23147,car,route_7,3074.239174
E_23233,car,route_7,3077.7392117
E_23252,car,route_7,3085.802539
E_23380,car,route_7,3089.3864531
E_23409,car,route_7,3089.8974574
E_23400,car,route_7,3094.2869435
E_23669,car,route_6,3117.7972173999997
E_23794,car,route_6,3130.1458871
E_23820,car,route_7,3141.8295897999997
E_23963,car,route_7,3154.7069346999997
E_23991,car,route_7,3155.9538890999997
E_24005,car,route_7,3161.1370967
E_24089,car,route_6,3163.5580378
E_24135,car,route_6,3166.9198374
E_24148,car,route_6,3167.6523365
E_24105,car,route_7,3168.8254116
E_24207,car,route_6,3172.7654875
E_24217,car,route_6,3173.7850522999997
E_24401,car,route_7,3191.7481202999998
E_24607,car,route_7,3211.2709787999997
E_25084,car,route_7,3237.5108346999996
E_25105,car,route_7,3244.1783667
E_25389,car,route_7,3259.6822453
E_25434,car,route_7,3264.1274851999997
E_25436,car,route_7,3264.4188603
E_25444,car,route_7,3268.8714615
E_25544,car,route_7,3274.9271661999996
E_25802,car,route_7,3294.720065
E_25911,car,route_7,3302.9182142
E_25999,car,route_7,3304.5749552999996
E_26010,car,route_7,3305.0241552999996
E_25983,car,route_7,3313.9099054
E_26421,car,route_7,3339.4183995999997
E_26713,car,route_7,3356.3137893999997
E_26803,car,route_7,3356.8356900999997
E_26768,car,route_8,3356.9099552999996
E_26814,car,route_7,3357.2826105
E_26551,car,route_6,3357.8100581999997
E_26851,car,route_8,3358.9309491
E_26850,car,route_6,3359.1558453999996
E_26860,car,route_8,3359.4537225999998
E_26862,car,route_6,3359.6026024
E_26879,car,route_7,3360.1983861999997
E_26927,car,route_6,3363.1745804999996
E_26852,car,route_8,3363.6962833999996
E_26986,car,route_8,3367.4912873999997
E_26985,truck,route_6,3367.4913044
E_26988,car,route_7,3369.0503811
E_27029,car,route_6,3369.2005765999997
E_27034,car,route_6,3369.4222053999997
E_27040,motorcycle,route_6,3369.8653686
E_27053,motorcycle,route_8,3370.2379862999996
E_27071,motorcycle,route_6,3370.8300943
E_27046,car,route_8,3372.1660257999997
E_27210,car,route_8,3376.6928509
E_27173,car,route_8,3378.9219190999997
E_27235,bus,route_6,3379.3681259
E_27232,car,route_7,3380.7001502
E_27315,motorcycle,route_8,3382.4281191
E_27322,motorcycle,route_6,3382.7981295
E_27253,car,route_6,3383.6156063
E_27350,car,route_6,3384.9560567999997
E_27373,car,route_7,3385.9238794
E_27376,car,route_6,3386.0709789
E_27302,car,route_8,3386.1450216
E_27417,car,route_8,3388.4510339999997
E_27312,car,route_6,3388.8235956
E_27411,truck,route_8,3390.2403286
E_27484,truck,route_8,3390.9072168999996
E_27500,car,route_6,3391.1337191999996
E_27504,car,route_8,3391.3553770999997
E_27498,car,route_6,3392.5439628
E_27539,motorcycle,route_6,3392.5440203
E_27563,motorcycle,route_8,3393.2178443999996
E_27609,motorcycle,route_8,3394.7026139
E_27605,car,route_6,3394.9261748
E_27600,car,route_6,3395.5203397
E_27635,car,route_7,3395.7421482
E_27604,car,route_8,3396.7827273
E_27676,car,route_6,3397.1537297
E_27696,car,route_7,3398.1263672
E_27641,car,route_8,3399.5428487
E_27647,car,route_6,3400.4333926
E_27764,car,route_6,3402.5246862999998
E_27782,car,route_8,3404.9134781
E_27772,car,route_6,3405.9540524
E_27818,car,route_7,3406.1791773
E_27850,car,route_8,3406.6250434
E_27849,car,route_7,3408.5573477999997
E_27888,car,route_6,3410.2746445999996
E_27889,truck,route_8,3410.3494011999996
E_27908,car,route_6,3411.3135239
E_27915,truck,route_7,3411.6849801999997
E_27921,car,route_7,3411.9820074
E_27938,car,route_8,3412.2859369
E_27942,car,route_8,3412.4340982
E_27955,car,route_8,3413.1752161
E_27973,car,route_8,3414.9642320999997
E_27986,motorcycle,route_7,3414.9642455
