N_Name,Class,Direction,Time
N_15958,bus,route_10,1077.6625867999999
N_15965,bus,route_10,1077.8107972999999
N_16014,car,route_10,1079.180069
N_16026,car,route_10,1079.7706927
N_16025,car,route_10,1079.8442898
N_16032,car,route_10,1079.9182586
N_16051,bus,route_10,1081.1089344
N_16086,car,route_10,1082.7407504
N_16094,car,route_10,1082.8144175
N_15981,car,route_9,1083.1854791
N_16102,car,route_10,1083.2600502999999
N_16106,truck,route_10,1083.556438
N_16120,car,route_9,1083.9256586
N_16132,truck,route_9,1084.4480288
N_15913,car,route_10,1085.4889484
N_16209,truck,route_10,1086.9263927
N_16214,truck,route_10,1087.1492357
N_16225,truck,route_10,1087.3728124
N_16264,truck,route_10,1088.4864137
N_16274,truck,route_10,1088.7839609999999
N_16276,truck,route_10,1088.9318289999999
N_16297,truck,route_10,1089.5241965999999
N_16302,car,route_10,1089.897359
N_16221,truck,route_9,1090.0445932999999
N_16307,truck,route_10,1090.1181649999999
N_16311,truck,route_10,1090.3405364999999
N_16335,truck,route_10,1091.1556788
N_16342,truck,route_10,1091.3030548
N_16348,car,route_10,1091.5253681
N_16362,car,route_10,1091.820807
N_16366,car,route_10,1091.8951287
N_16372,car,route_10,1092.1605491
N_16390,car,route_10,1092.7559453
N_16429,car,route_10,1095.2885724
N_16477,car,route_9,1095.3622685
N_16533,car,route_11,1098.2747975
N_16555,car,route_9,1099.1708681999999
N_16578,car,route_10,1099.3194366999999
N_16568,car,route_10,1099.9171466
N_16647,car,route_10,1100.1393211
N_16682,car,route_11,1101.3365376
N_16281,truck,route_9,1102.3017282
N_16719,car,route_9,1102.8241847
N_16726,car,route_9,1102.9732674
N_16729,car,route_9,1103.1215809
N_16637,car,route_10,1104.9131386
N_16421,bus,route_10,1106.4108439
N_16723,car,route_10,1109.4863863
N_16855,car,route_9,1110.1585897
N_16762,car,route_10,1111.0485947
N_16891,car,route_9,1112.1715216999999
N_16906,truck,route_9,1112.2454925
N_16852,car,route_11,1112.3938944
N_16915,car,route_9,1112.6900954999999
N_16929,car,route_10,1113.5795759
N_16943,car,route_10,1115.9919968
N_16751,car,route_9,1117.3315851
N_16858,truck,route_10,1117.9245036
N_17065,car,route_10,1118.4427593999999
N_17087,car,route_9,1119.1120779999999
N_17053,car,route_10,1119.1120915
N_17115,truck,route_9,1119.6328076
N_17121,car,route_10,1119.7097916999999
N_17122,car,route_9,1119.7840356
N_17129,car,route_9,1120.0797722
N_17123,car,route_10,1120.0798085
N_17104,car,route_10,1120.4494305
N_17152,car,route_9,1121.1155082
N_17178,car,route_9,1122.1570726
N_17195,car,route_10,1122.3048411
N_17184,bus,route_10,1122.9011679999999
N_17175,car,route_10,1125.4975632
N_17353,motorcycle,route_9,1127.5040222999999
N_17366,motorcycle,route_9,1127.6523882
N_17391,car,route_10,1128.4074179
N_17407,car,route_10,1128.8486573999999
N_17431,car,route_10,1129.6658961
N_17427,truck,route_10,1129.8925593
N_17451,truck,route_10,1130.3360482
N_17455,car,route_10,1130.3360839
N_17459,truck,route_10,1130.5585137
N_17473,truck,route_10,1131.1880039999999
N_17309,car,route_10,1131.5668693
N_17483,car,route_9,1131.5669298999999
N_17491,bus,route_10,1132.1559407
N_17521,car,route_10,1133.2614352
N_17544,car,route_10,1134.4436885999999
N_17590,car,route_10,1136.5090853
N_17600,car,route_10,1138.2838595
N_17669,car,route_10,1139.5346557999999
N_17652,car,route_10,1140.7115177
N_17752,car,route_10,1143.5142128
N_17768,car,route_10,1144.6166008
N_17709,car,route_9,1145.5049913
N_17796,truck,route_10,1145.726834
N_17835,car,route_10,1147.0537875
N_17840,car,route_10,1147.2735367
N_17861,car,route_10,1148.6041088
N_17874,car,route_10,1148.6787195
N_17879,motorcycle,route_9,1148.9758130999999
N_17888,motorcycle,route_9,1149.4168005
N_17889,car,route_10,1149.4168138
N_17890,car,route_10,1149.7104785
N_17895,car,route_10,1150.1285427999999
N_17913,motorcycle,route_9,1151.1565484
N_17911,car,route_10,1151.7426882
N_17938,motorcycle,route_9,1152.9952444
N_17936,car,route_9,1156.1658621
N_18014,motorcycle,route_9,1160.3622289
N_18037,motorcycle,route_9,1162.4263240999999
N_18070,motorcycle,route_9,1166.3292872
N_18102,motorcycle,route_9,1170.3869226
N_18169,motorcycle,route_9,1174.2888258
N_18281,motorcycle,route_9,1181.7236906
N_18286,motorcycle,route_9,1181.9449911
N_18290,motorcycle,route_9,1182.2403444
N_18011,car,route_10,1182.7537143
N_18345,motorcycle,route_9,1185.0968515
N_18351,car,route_10,1185.9748377
