Name,Class,Direction,Time
E_15158,bus,route_6,1003.8514504

E_15161,bus,route_6,1004.070533

E_15181,bus,route_6,1005.6007783

E_15186,bus,route_6,1005.7484893

E_15188,bus,route_6,1006.0381937

E_15202,bus,route_6,1006.6978051

E_15207,bus,route_6,1006.9206677

E_15212,bus,route_6,1007.2833634

E_15218,bus,route_6,1007.501657

E_15220,bus,route_6,1007.7238833

E_15222,bus,route_6,1007.7967064

E_15237,bus,route_6,1008.905767

E_15241,bus,route_6,1009.2753209

E_15264,bus,route_6,1010.6919517

E_15303,bus,route_6,1013.9032538

E_15334,motorcycle,route_7,1016.527012

E_15335,bus,route_6,1016.5996153

E_15345,bus,route_6,1017.4032903

E_15347,bus,route_6,1017.5506617

E_15392,bus,route_7,1023.7375129

E_15476,car,route_7,1032.4773475

E_15496,car,route_7,1033.6415697

E_15484,car,route_7,1033.7142303

E_15508,bus,route_6,1034.300922

E_15525,bus,route_6,1035.7643424

E_15585,bus,route_6,1041.3777959

E_15587,bus,route_6,1041.5274099

E_15605,car,route_7,1042.6282365

E_15612,car,route_7,1043.1422771

E_15618,car,route_7,1043.7211216

E_15679,car,route_7,1050.4389269

E_15738,bus,route_6,1051.6069577

E_15740,bus,route_6,1051.6783998

E_15751,bus,route_6,1052.7748736

E_15758,bus,route_6,1053.0664816

E_15761,bus,route_6,1053.2839645

E_15773,bus,route_6,1054.7445337

E_15788,bus,route_6,1055.4004509

E_15792,bus,route_6,1055.6969839

E_15797,car,route_8,1056.0610313

E_15898,car,route_7,1063.1449255

E_15928,bus,route_6,1064.8310784

E_15963,car,route_7,1067.1687017

E_15974,car,route_7,1068.9208147

E_16028,car,route_7,1072.4238903

E_16046,car,route_7,1073.667384

E_16043,car,route_8,1073.667407

E_16052,car,route_7,1074.3243307

E_16503,bus,route_7,1121.9779087

E_16527,bus,route_7,1124.0926016

E_16700,car,route_7,1136.7137168

E_16703,car,route_7,1136.8592139

E_16728,bus,route_7,1139.1168803

E_16820,car,route_7,1143.7105653

E_16828,car,route_7,1144.0763946

E_16836,car,route_7,1144.7321554

E_16842,car,route_7,1145.0978054

E_16860,car,route_7,1146.1921982

E_16975,car,route_7,1155.6844942

E_16976,car,route_7,1155.9024621

E_16990,bus,route_6,1156.632935

E_17075,bus,route_6,1163.4755958

E_17127,car,route_7,1167.7023427

E_17132,car,route_7,1167.9957987

E_17147,car,route_7,1168.5118814

E_17157,car,route_7,1168.801973

E_17168,car,route_7,1169.382731

E_17299,bus,route_7,1176.7505371

E_17301,bus,route_6,1176.8226261

E_17308,car,route_7,1177.4801908

E_17355,bus,route_6,1180.4663637

E_17420,car,route_7,1186.4577109

E_17489,car,route_7,1190.7574488

E_17580,car,route_7,1197.4115359

E_17783,car,route_7,1214.8280868

E_17846,car,route_7,1222.0579342

E_17960,car,route_7,1227.8272818

E_18000,bus,route_6,1231.5490619

E_18010,car,route_7,1232.3518059

E_18028,bus,route_7,1234.4685998

E_18039,bus,route_7,1234.6146211

E_18043,bus,route_7,1234.7601815

E_18048,bus,route_7,1235.1969573

E_18064,car,route_7,1235.7825228

E_18135,car,route_7,1240.96325

E_18140,car,route_7,1241.1807589

E_18144,car,route_7,1241.4026443

E_18512,car,route_7,1274.1303697

E_18610,car,route_8,1278.8111605

E_18659,car,route_6,1280.3450149

E_18655,motorcycle,route_7,1280.4172903

E_18665,motorcycle,route_7,1280.5654898

E_18703,car,route_6,1281.5850291

E_18706,car,route_6,1281.7302933

E_18780,truck,route_6,1284.804206

E_18822,car,route_7,1285.3910141

E_18830,car,route_7,1285.6099248

E_18690,car,route_8,1286.1185944

E_18853,motorcycle,route_6,1286.4109793

E_18955,truck,route_8,1291.0841538

E_19013,car,route_7,1292.2448868

E_18969,car,route_6,1292.97554

E_19059,car,route_7,1293.3425805

E_19086,car,route_8,1294.1491991

E_19138,car,route_6,1295.9012648

E_19123,car,route_8,1298.164193

E_19182,bus,route_6,1298.2374006

E_19220,car,route_6,1299.5538239

E_19206,car,route_7,1301.1590982

E_19193,car,route_8,1301.8903344

E_19308,car,route_6,1303.2741859

E_19313,car,route_6,1303.4967754

E_19310,car,route_6,1303.792605

E_19307,bus,route_8,1305.536289

